ID,House_Type,Message,Area,Rooms,Price,Date,Location
746682402,Yazlık,MİS DEN KUŞADASI SAHİLDE MASRAFSIZ TRİPLEX VİLLA,200,3+1,660.000 TL,31 Temmuz 2020,Davutlar
847698441,Daire,KUŞADASI DAVUTLAR DA ARA KAT ACİL SATILIK YAZLIK DAİRE,105,2+1,275.000 TL,06 Ağustos 2020,Davutlar
809864518,Daire,DAVUTLAR ŞEHİR MERKEZİNDE HAVUZLU SİTE'DE 1+1 LUX DAİRE,60,1+1,210.000 TL,04 Ağustos 2020,Davutlar
849058750,Yazlık,Davutlarda Muhteşem Projede Eşyalı Sıfır Yazlık Denize 650 Metre,105,2+1,650.000 TL,10 Ağustos 2020,Davutlar
796697802,Yazlık,Ycs den orman ve deniz manzaralı yazlık acilll satılık,130,3+1,600.000 TL,05 Ağustos 2020,Güzelçamlı Mh.
834756541,Daire,yalı emlaktan satlık 2+1 ayrı mutfak,110,2+1,225.000 TL,23 Temmuz 2020,Davutlar
827337443,Daire,KUŞADASI DAVUTLAR DA ULTRA LÜKS 3+1 DAİRE,140,3+1,270.000 TL,01 Ağustos 2020,Davutlar
843684675,Daire,KUŞADASI DAVUTLARDA SATILIK 3+1 DAİRE,170,3+1,340.000 TL,23 Temmuz 2020,Davutlar
843320799,Daire,Kuşadası Güzelçamlıda kaynak sitesinde full+full 2+1 daire,118,2+1,375.000 TL,22 Temmuz 2020,Güzelçamlı Mh.
831594442,Daire,7 + 1 DUBLEKS DAİREMİZ SATILIKTIR...455.000 TL....,345,7+1,455.000 TL,12 Ağustos 2020,Davutlar
847379901,Yazlık,GÜZEÇAMLI SAHİLİNDE KELEPERİZ MASRAFSIZ MÜSTAKİL YAZLIK,180,3+1,690.000 TL,05 Ağustos 2020,Güzelçamlı Mh.
838358401,Daire,Deniz Manzaralı Lüks daire,55,1+1,320.000 TL,04 Ağustos 2020,Güzelçamlı Mh.
838864650,Daire,Kuşadası Davutlar Merkezde Ara Kat 2+1 85m² Asansörlü Daire,95,2+1,235.000 TL,05 Ağustos 2020,Davutlar
842014816,Daire,~~Kuş Adası Davutlarda Köşebaşı lüx 2+1 Daire,90,2+1,295.000 TL,17 Temmuz 2020,Davutlar
849668890,Villa,Boral yapıdan 4+1 tiribleks,250,4+1,470.000 TL,12 Ağustos 2020,Güzelçamlı Mh.
843491122,Villa,SATILIK 4+1 VİLLA,200,4+1,585.000 TL,23 Temmuz 2020,Davutlar
847667548,Daire,Denize 2km bahçe katı 2+1,102,2+1,278.000 TL,06 Ağustos 2020,Davutlar
848983677,Daire,DAVUTLAR MERKEZDE 3+1 TERS DUBLEKS,130,3+1,460.000 TL,10 Ağustos 2020,Davutlar
821008306,Müstakil Ev,Kuşadası Davutlarda Tripleks Villa,145,3+1,690.000 TL,11 Ağustos 2020,Davutlar
845396413,Daire,KUŞADASIN DA SATILIK ÇATI DUBLEKS,240,4+1,385.000 TL,29 Temmuz 2020,Davutlar
847978566,Daire,KUŞADASI DAVUTLARDA 4+1 DPLEKS,160,4+1,385.000 TL,07 Ağustos 2020,Davutlar
836324972,Daire,KUŞADASI DAVUTLAR MERKEZDE TADİLAT YAPILMIŞ 2.KAT 3+1 DAİRE,148,3+1,210.000 TL,28 Temmuz 2020,Davutlar
842305538,Daire,yalı emlaktan satlık geniş daire,170,3+1,350.000 TL,18 Temmuz 2020,Davutlar
849368703,Daire,DAVUTLAR MERKEZDE EŞYALI SATILIK 3+1 DAİRE,145,3+1,447.000 TL,11 Ağustos 2020,Davutlar
843844802,Yazlık,Sahibinden Güzelçamlı'da site içerisinde,180,4+1,460.000 TL,24 Temmuz 2020,Güzelçamlı Mh.
844225124,Daire,KUŞADASI DAVUTLARDA SATILIK SIFIR MANZARALI 2+1 DUBLEKS DAİRE,170,2+1,350.000 TL,25 Temmuz 2020,Davutlar
846758040,Daire,KUŞADASI DAVUTLAR MERKEZDE SATILIK 1+1 KELEPİR DAİRE,55,1+1,173.000 TL,03 Ağustos 2020,Davutlar
838395519,Daire,çarşının göbeğinde 2+1 Sıfır geniş daire ebeveyn banyolu,110,2+1,275.000 TL,08 Ağustos 2020,Davutlar
847512259,Daire,SATILIK DAİRE,95,3+1,350.000 TL,05 Ağustos 2020,Güzelçamlı Mh.
835768950,Daire,GÜZELÇAMLI MERKEZDE GİRİŞ DAİRE,75,2+1,275.000 TL,26 Temmuz 2020,Güzelçamlı Mh.
770018321,Daire,KUŞADASI DAVUTLAR DA BAHCELI 1+1 YAZLIK DAIRE ACİL SATILIK,70,1+1,169.000 TL,02 Ağustos 2020,Davutlar
845081546,Daire,YENİ EŞYALI 2+1 KAÇMAZ SIFIR DAİRE,95,2+1,275.000 TL,28 Temmuz 2020,Davutlar
833195427,Daire,Site içinde 2+1 yazlık daire,90,2+1,335.000 TL,19 Temmuz 2020,Davutlar
839882620,Daire,KUŞADASI DAVUTLAR'DA LÜX 3+1 DAİRE,120,3+1,380.000 TL,09 Ağustos 2020,Davutlar
690839644,Daire,Güzelçamlı satılık katta dubleks,170,3+1,550.000 TL,06 Temmuz 2020,Güzelçamlı Mh.
815498260,Residence,DAVUTLARDA LÜKS RESİDENCE PROJEMİZDE YERİNİZİ ALIN KAÇIRMAYIN...,85,2+1,390.000 TL,27 Temmuz 2020,Davutlar
848362875,Daire,GÜZELÇMALI MERKEZDE DAĞ VE DENİZMQNZARALI,105,2+1,400.000 TL,08 Ağustos 2020,Güzelçamlı Mh.
779826232,Daire,Opsiyon iptal oldu yeni sahibine satışa çıktı,40,1+1,199.999 TL,16 Ocak 2020,Davutlar
728057549,Daire,KUŞADASI DAVUTLAR'DA KUM PLAJA 5 DK MESAFEDE DAİRE,110,2+1,390.000 TL,07 Ağustos 2020,Davutlar
836752647,Yazlık,DAVUTLAR GİRİŞİ DAG VE DENIZ MANZARALI İSKANLI MASRAFSIZ TAŞ EV,140,3+1,499.000 TL,30 Temmuz 2020,Davutlar
847041353,Yazlık,KALITE VE KONFOR BİR ARADA..DENIZE 500M-HAVUZ-BAHÇ­E-GUVENLIK-LÜX,90,2+1,650.000 TL,04 Ağustos 2020,Davutlar
845147969,Yazlık,***MİS'DEN***MİS GİBİ BİR YAZLIĞINIZ OLSUN**** HAVUZLU SİTEDE***,200,2+1,495.000 TL,28 Temmuz 2020,Davutlar
849126953,Daire,SAHİBİNDEN HAVUZLU YAZLIK,85,2+1,430.000 TL,11 Ağustos 2020,Davutlar
832261012,Daire,YENİ YUVAM'DAN SATILIK GENİŞ FERAH LÜX DAİRE,120,3+1,305.000 TL,15 Temmuz 2020,Davutlar
845939984,Daire,Tertemiz eşyalı 0 daire satılık,85,2+1,260.000 TL,31 Temmuz 2020,Davutlar
846204841,Daire,sahibinden 140 m2 3+1 daire,140,3+1,300.000 TL,01 Ağustos 2020,Davutlar
791472537,Daire,YESİLVADİ KONAKLARI,80,2+1,320.000 TL,19 Temmuz 2020,Davutlar
834509800,Yazlık,Kuşadası Davutlar Sahilde Özlem sitesi Satılık Yazlık,80,2+1,350.000 TL,22 Temmuz 2020,Davutlar
845815791,Yazlık,ZAFER EMLAKTAN DENİZE 500 METRE MASRAFSIZ 3+1 ALINACAK YAZLIK,300,3+1,725.000 TL,31 Temmuz 2020,Davutlar
834494434,Daire,KUSADASI GÜZELÇAMLI DA YATIRIMLIK 3+1 DAİRE,105,3+1,280.000 TL,10 Ağustos 2020,Güzelçamlı Mh.
840383239,Daire,Köşe başı Önü açık full eşyalı,95,2+1,420.000 TL,10 Ağustos 2020,Güzelçamlı Mh.
846863475,Daire,KUŞADASI DAVUTLARDA SATILIK AYRI MUTFAK 2+1 DAİRE,105,2+1,330.000 TL,03 Ağustos 2020,Davutlar
843640175,Daire,DAVUTLARDA ŞAHANE MANZARALI YENİ BİNADA SATILIK DUBLEKS,200,3+1,400.000 TL,23 Temmuz 2020,Davutlar
847971325,Yazlık,BİRLİK GAYRİMENKUL DEN ACİL SATILIK BAHÇELİ 3+1 YAZLIK,140,3+1,575.000 TL,07 Ağustos 2020,Davutlar
847527836,Yazlık,Kuşadasında Fırsat Villa Denize Yakın Köşe Konum Büyük Bahçeli,300,3+1,675.000 TL,05 Ağustos 2020,Davutlar
790059052,Daire,DAVUTLARDA SAHİBİNDEN SATILIK 3+1 UYGUN FİYATLI DAİRE !,120,3+1,280.000 TL,12 Şubat 2020,Davutlar
848321456,Daire,Aysel 'den Davutlarda Full Doğa Manzsralı 3 +1,185,3+1,250.000 TL,08 Ağustos 2020,Davutlar
829863723,Daire,davutlar merkezde 2+1 daire satılık,95,2+1,250.000 TL,09 Ağustos 2020,Davutlar
844257150,Daire,ACİL SATİLİK FULLL ESYALİ 2+1,110,2+1,245.000 TL,25 Temmuz 2020,Davutlar
849819372,Daire,KUŞADASI DAVUTLARDA BAHÇELİ BOL OKSİJENLİ FIRSAT DAİRE,130,2+1,314.000 TL,13 Ağustos 2020,Davutlar
829507483,Daire,KUŞADASI DAVUTLARDA 3+1 MERKEZDE SATILIK DAİRE.,135,3+1,280.000 TL,07 Ağustos 2020,Davutlar
839175911,Yazlık,GÜZELÇAMLI DENİZE 450 METRE MESAFEDE BAHÇELİ 3+1 TRİPLEX YAZLIK,150,3+1,495.000 TL,09 Ağustos 2020,Güzelçamlı Mh.
829353109,Yazlık,MİS**den**DENİZE**­YAKIN**4+1**GENİŞ BAHÇELİ TRPLEXS,170,4+1,710.000 TL,06 Ağustos 2020,Davutlar
843818867,Daire,kusadasi davutlarda satılık çatı dupkeksi,165,4+1,365.000 TL,24 Temmuz 2020,Davutlar
850030242,Daire,FİLİZ EMLAKTAN DAVUTLAR MERKEZDE 5+1 ÇATI DUBLEX,230,5+1,430.000 TL,13 Ağustos 2020,Davutlar
833017756,Daire,KUŞADASI/DAVUTLARda 3+1 SAHİBİNDEN SATILIK DENİZE 3 KM DAİRE,140,3+1,330.000 TL,18 Haziran 2020,Davutlar
838031514,Daire,COLDWELL BANKER ADA GAYRİMENKUL GÜVENCESİYLE,115,3+1,330.000 TL,13 Ağustos 2020,Davutlar
842253322,Daire,OPSİYONLUDUR,96,2+1,392.000 TL,18 Temmuz 2020,Davutlar
849113477,Yazlık,Davutlarda site içinde hem veranda hem terastan deniz manzarali,125,3+1,550.000 TL,10 Ağustos 2020,Davutlar
723339340,Daire,DAVUTLAR MERKEZDE KAPALI OTOPARKLI 2.KAT SATILIK 3+1 DAİRE,125,3+1,300.000 TL,07 Ağustos 2020,Davutlar
832238614,Daire,Fiyat düştü 2+1 eşyalı satılık Sıfır daire,105,2+1,290.000 TL,21 Temmuz 2020,Davutlar
828168894,Daire,kellepir 2+1 geniş ferrah,110,3+1,229.999 TL,06 Haziran 2020,Davutlar
845644104,Müstakil Ev,KUŞADASI DAVUTLAR MEVKİNDE SATILIK MÜSTAKİL EV,270,2+1,620.000 TL,30 Temmuz 2020,Davutlar
842816002,Yazlık,MİS**den**300m2 ARSA İÇİNDE**5+1**DENİZE YAKIN**TEK MÜSTAKİL**,160,5+1,665.000 TL,20 Temmuz 2020,Güzelçamlı Mh.
842081061,Daire,YENİ YUVAM'DAN SATILIK 2+1 LÜX DAİRE,100,2+1,330.000 TL,17 Temmuz 2020,Davutlar
834816561,Daire,Davutlar Merkez Cadde Üstü 110 m² Net - Otoparklı 2+1 Lüks Daire,125,2+1,315.000 TL,11 Ağustos 2020,Davutlar
833617059,Daire,FIRSAT...GÜZELÇAMLI DA MANZARALI 2+1 DAIRE,80,2+1,330.000 TL,10 Ağustos 2020,Güzelçamlı Mh.
826445886,Daire,KUŞADASI DAVUTLAR DA DENIZE YAKIN 3+1 ARA KAT SIFIR DAIRE,130,3+1,350.000 TL,10 Ağustos 2020,Davutlar
841447060,Yazlık,***MIS'DEN*** GENİŞ BAHÇELİ DENİZ MANZARALI HAVUZLU KÖŞE KONUMLU,240,3+1,525.000 TL,15 Temmuz 2020,Davutlar
843633073,Yazlık,*MİS* EMLAKTAN GÜZELÇAMLIDA DENİZE 300 MT EŞYALI YAZLIK,195,4+1,545.000 TL,23 Temmuz 2020,Güzelçamlı Mh.
842536559,Daire,KUŞADASI DAVUTLAR MERKEZDE SIFIR 2+1 FERAH SATILIK DAİRE,105,2+1,258.000 TL,19 Temmuz 2020,Davutlar
850083722,Daire,kusadasi davutlar site içinde tam merkezde 5+1 dubleks,225,5+1,430.000 TL,13 Ağustos 2020,Davutlar
812437160,Yazlık,KUŞADASI DAVUTLARDA ÖNÜ AÇIK FERAH YAZLIK,180,3+1,535.000 TL,15 Temmuz 2020,Davutlar
694058032,Daire,GÜZELÇAMLI DAVUTLAR .2+1 . ARA KAT DAİRELER,100,2+1,390.000 TL,22 Temmuz 2020,Güzelçamlı Mh.
843414476,Residence,DENIZE YAKIN HAVUZLU MUHTESEM REZIDANS,110,2+1,650.000 TL,22 Temmuz 2020,Davutlar
844785091,Daire,GÜZELÇAMLIDA 3+1 AYRI MUTFAK ARAKAT SATILIK DAİRE,125,3+1,330.000 TL,27 Temmuz 2020,Güzelçamlı Mh.
836012645,Daire,KUŞADASI DAVUTLAR DA 3+1 SIFIR Ç.DUBLEKS,220,3+1,350.000 TL,27 Temmuz 2020,Davutlar
847036520,Yazlık,KUŞADASI GÜZELÇAMLIDA DENİZE 100 METRE UZAKLIKTA YAZLIK,240,4+1,725.000 TL,04 Ağustos 2020,Güzelçamlı Mh.
845182641,Daire,KUŞADASI DAVUTLAR MERKEZDE SIFIR 4+1 MANZARALI DUBLEKS,260,4+1,380.000 TL,28 Temmuz 2020,Davutlar
833242717,Daire,DAVUTLAR merkezde 120 m2 2+1 daire,120,2+1,225.000 TL,20 Temmuz 2020,Davutlar
841489029,Yazlık,KUŞADASI DAVUTLAR DA DENİZE 650M BAKIMLI BAHÇELİ 3+1 YAZLIK,180,3+1,550.000 TL,16 Temmuz 2020,Davutlar
849437443,Yazlık,KUŞADASI DAVUTLARDA SATILIK TEK MÜSTAKİL 4+1 YAZLIK,210,4+1,600.000 TL,11 Ağustos 2020,Davutlar
840132491,Yazlık,**MİS**den**DEN İZE**100m**TEK MÜSTAKİL**GENİŞ BAHÇELİ TRPLKS,150,3+1,730.000 TL,10 Ağustos 2020,Davutlar
838232928,Daire,SAHİBİNDEN,95,2+1,290.000 TL,04 Temmuz 2020,Güzelçamlı Mh.
839212833,Yazlık,GENİŞ BAHÇELİ YAZLIK VİLLA,270,3+1,480.000 TL,06 Ağustos 2020,Davutlar
847231351,Daire,GÜZELÇAMLIDA MERKEZİ KONUMDA UYGUN DUBLEX,160,3+1,450.000 TL,05 Ağustos 2020,Güzelçamlı Mh.
844440520,Yazlık,KUSADASİ SAHİL DENIZ MANZARALI APART DAİRE,85,2+1,435.000 TL,26 Temmuz 2020,Davutlar
846755959,Yazlık,KUŞADASI DAVUTLAR SAHİLDE HAVUZLU SİTE 3+1 TRİPLEKS YAZLIK,165,3+1,650.000 TL,03 Ağustos 2020,Davutlar
840327724,Daire,GÜZELÇAMLIDA TAMAMI KREDİ 2+1 DAİRE,85,2+1,263.000 TL,10 Ağustos 2020,Güzelçamlı Mh.
843617955,Daire,DAVUTLAR DA SITE İÇİ HAVUZLU SATILIK DAIRE,60,1+1,305.000 TL,23 Temmuz 2020,Davutlar
847230962,Daire,Müstakil Bahçeli Daire,59,1+1,275.000 TL,05 Ağustos 2020,Güzelçamlı Mh.
836421389,Daire,DAVUTLAR MERKEZDE SATILIK YÜKSEK GİRİŞ KAT DAİRE,110,2+1,247.000 TL,01 Ağustos 2020,Davutlar
848937846,Daire,KUŞADASI DAVUTLAR MERKEZDE SATILIK ARAKAT 2+1 DAİRE,85,2+1,250.000 TL,10 Ağustos 2020,Davutlar
842368458,Daire,KUŞADASI DAVUTLAR'DA SİTE İÇERİSİNDE SATILIK BAHÇELİ SIFIR DAİRE,55,1+1,215.000 TL,18 Temmuz 2020,Davutlar
846216062,Daire,KUSADASİ DAVUTLAR MERKEZ DE 3+1 DAİRE,180,3+1,320.000 TL,01 Ağustos 2020,Davutlar
822814822,Daire,davutlar merkezde acil satilik,265,4+1,370.000 TL,18 Temmuz 2020,Davutlar
846877826,Daire,KUŞADASI DAVUTLARDA SATILIK 2+1 DAİRE,85,2+1,250.000 TL,03 Ağustos 2020,Güzelçamlı Mh.
819556301,Daire,3+1dairemiz,145,3+1,258.000 TL,15 Temmuz 2020,Davutlar
842465610,Daire,KUŞADASI DAVUTLARDA HAVUZLU SİTEDE SATILIK 2+1 DAİRE,85,2+1,390.000 TL,19 Temmuz 2020,Davutlar
833571923,Daire,KUŞADASI DAVUTLAR MH ARSA FİYATINA SATILIK DAİRE ACİL SATILIKTIR,95,2+1,153.000 TL,19 Temmuz 2020,Davutlar
833894158,Yazlık,FİYAT DÜŞTÜ - SAHİBİNDEN DENİZ MANZARALI LÜKS YAZLIK DAİRE,110,2+1,365.000 TL,02 Ağustos 2020,Davutlar
841512059,Daire,HAVUZLU SİTEDE DENIZ MANZARALI 2+DAİRE,90,2+1,360.000 TL,15 Temmuz 2020,Davutlar
848375414,Daire,KUŞ ADASI DAVUTLARDA YATIRIM DEĞERİ YÜKSEK EŞYALI 1+1 DAİRE,60,1+1,164.500 TL,08 Ağustos 2020,Davutlar
842026448,Daire,yalı emlaktan satlık zemin bahçe katı,90,2+1,265.000 TL,17 Temmuz 2020,Davutlar
844050784,Daire,***Davutlar çarşıda 2+1 havuzlu daire***,90,2+1,295.000 TL,25 Temmuz 2020,Davutlar
836671075,Daire,ARİA'DAN DAVUTLAR MERKEZDE 3+1 ÇATI DUBLEKS,135,3+1,360.000 TL,29 Temmuz 2020,Davutlar
750900085,Yazlık,KUŞADASI DAVUTLAR DA SATILIK YAZLIK,400,3+1,625.000 TL,28 Temmuz 2020,Davutlar
771291766,Daire,"Davutlar,Menderes caddesinde geniş 3 + 1",150,3+1,385.000 TL,22 Aralık 2019,Davutlar
794909724,Daire,HAKAN EMLAK TAN ŞOK FİYATA 2+1 SIFIR YAZLIK DAİRE KAPALI OTOPARK,95,2+1,220.000 TL,02 Ağustos 2020,Davutlar
841971639,Daire,KUŞADASI DAVUTLAR ÇARŞI MERKEZDE SATILIK 3+1,125,3+1,230.000 TL,17 Temmuz 2020,Davutlar
838913353,Daire,KUŞADASI DAVUTLAR'DA SATILIK DAİRELER,120,2+1,270.000 TL,05 Ağustos 2020,Davutlar
788860627,Daire,Kuşadası Davutlar'da Kapalı Mutfak 135 m² 3+1 Kullanışlı Daire,145,3+1,285.000 TL,07 Ağustos 2020,Davutlar
849332077,Daire,KUŞADASI DAVUTLAR'DA SIFIR YAPI MANZARALI ARA KAT 2+1,83,2+1,495.000 TL,11 Ağustos 2020,Davutlar
763314749,Daire,kuşadası davutlar merkezde 1+1,65,1+1,220.000 TL,11 Ağustos 2020,Davutlar
842364858,Daire,KUŞADASI DAVUTLAR MERKEZDE FULL KREDİ 1+1 SATILIK,55,1+1,165.000 TL,18 Temmuz 2020,Davutlar
844628305,Daire,GÜZELÇAMLI'DA ÇOK HUZURLU DENİZ VE DOĞA MANZARALI ÇATI DUBLEKSİ,240,3+1,600.000 TL,27 Temmuz 2020,Güzelçamlı Mh.
835372848,Daire,DAVUTLAR'IN EN GÖZDE YERİNDE SATILIK LÜKS DAİRE,100,2+1,380.000 TL,25 Temmuz 2020,Davutlar
846770577,Daire,kuşadası davutlar merkezde satılık 1+1 daire,60,1+1,190.000 TL,03 Ağustos 2020,Davutlar
846799284,Villa,kuşadası güzelçamli satılık 3+1 triplex villa,250,3+1,515.000 TL,03 Ağustos 2020,Davutlar
847221841,Yazlık,**HAKAN dan**SAHILE 700mt**HAVUZLU SİTEDE*ÖZEL BAHÇELİ*GARAJLI**,250,2+1,630.000 TL,04 Ağustos 2020,Davutlar
746126188,Daire,MET EMLAKtan Davutlar Pazaryerinde 2+1 ve 1+1 Daire Fırsatı,145,3+2,370.000 TL,29 Temmuz 2020,Davutlar
843396714,Yazlık,Kuşadası davutlarda emsalsiz tripleks yazlık,130,3+1,499.000 TL,22 Temmuz 2020,Davutlar
842642134,Yazlık,DENİZE 250m.BAKIMLI BAHÇELİ 3*1 TRİPLEX,120,3+1,635.000 TL,19 Temmuz 2020,Güzelçamlı Mh.
840925961,Daire,Gün Işığı Emlaktan Satılık Çatı Dubleks,160,3+1,350.000 TL,12 Ağustos 2020,Davutlar
844581238,Yazlık,Satılık tripleks yazlık,382,3+1,700.000 TL,27 Temmuz 2020,Davutlar
696975778,Daire,"Anadolu inşaat tan davutlar da kaplıcalar mevki 2+1,3+1 daireler",125,3+1,450.000 TL,05 Ağustos 2020,Davutlar
784880212,Daire,4+2 dubleksimiz,200,4+2,450.000 TL,15 Temmuz 2020,Davutlar
835738249,Villa,KUŞADASI GÜZELÇAMLIDA DENİZE 300 METRE MASRAFSIZ VİLLA,130,3+1,595.000 TL,26 Temmuz 2020,Güzelçamlı Mh.
811417564,Daire,KUŞADASI GÜZELÇAMLIda DENİZ MANZARALI YENİ YAPIM 2+1 DAİRE,90,2+1,395.000 TL,03 Ağustos 2020,Güzelçamlı Mh.
590208588,Daire,MEDSER YAPIDAN MUHTEŞEM BEYLERBEYI PRESTIJ,85,2+1,490.000 TL,11 Ağustos 2020,Davutlar
848691472,Daire,KUŞADASI DAVUTLAR MH 2+1 OLUŞAN SATILIK DAİRE.,125,2+1,295.000 TL,09 Ağustos 2020,Davutlar
845981304,Daire,Kuşadası Davutlarda ayrı mutfaklı 2+1 daire,95,2+1,310.000 TL,31 Temmuz 2020,Davutlar
831467371,Daire,KUŞADASI DAVUTLARDA 1+1 2+1 3+1 ve ÇATI DUBLEKSİ SATILIK DAİREL,55,1+1,260.000 TL,05 Ağustos 2020,Davutlar
834274029,Daire,"**MİS**den**YAZLI­K**TADINDA**0,64 KREDİYE UYGUN HAVUZLU SİTEDE",95,2+1,320.000 TL,23 Temmuz 2020,Davutlar
846829865,Daire,GÜZELÇAMLI' DA YAZLIK DAİRE,100,2+1,310.000 TL,03 Ağustos 2020,Güzelçamlı Mh.
836996280,Daire,MET EMLAKTAN Deniz Manzarali Esyali Ayri Mutfak 2+1 Daire,90,2+1,335.000 TL,31 Temmuz 2020,Davutlar
842804488,Müstakil Ev,Ycs den fırsat mustakil altı dükkan satılık villa,185,3+1,645.000 TL,20 Temmuz 2020,Güzelçamlı Mh.
849990060,Yazlık,"KUŞADASI HAVUZLU SİTEDE,ÇOK GENİŞ BAHÇELİ 3+1 KÖŞE KONUM YAZLIK",190,3+1,675.000 TL,13 Ağustos 2020,Davutlar
845315601,Daire,Kuşadası Davutlar mevki satılık daire,3.000,3+1,600.000 TL,29 Temmuz 2020,Davutlar
832567593,Yazlık,SAHİL SİTELERİNDE DENİZE 700METRE 1+12+1 DAİRELER,68,1+1,530.000 TL,16 Temmuz 2020,Davutlar
780247500,Daire,KUŞADASI DAVUTLAR MERKEZDE KAPALI OTOPARKLI YENİ YAPI 2+1 DAİRE.,95,2+1,295.000 TL,16 Temmuz 2020,Davutlar
848729854,Daire,KUŞADASI DAVUTLAR CADDE ÜSTÜ SATILIK ARA KAT 3+1 ASANSÖRLÜ DAİRE,160,3+1,300.000 TL,09 Ağustos 2020,Davutlar
783519996,Yazlık,***MİS**DEN GÜZELÇAMLI DA DENİZ MANZARALI GENİŞ BAHÇELİ SIFIR,280,4+1,700.000 TL,25 Temmuz 2020,Güzelçamlı Mh.
819402701,Yazlık,Çarşı içinde denize 600 mt yaz-kış oturulacak fırsat daire,100,2+1,317.500 TL,08 Mayıs 2020,Güzelçamlı Mh.
842073168,Daire,KUŞADASI DAVUTLAR MERKEZDE SATILIK EŞYALI 2+1 DAİRE,90,2+1,250.000 TL,17 Temmuz 2020,Davutlar
829617110,Villa,KUŞADASI BEYAZ EMLAK'TAN SATILIK ULTRA LÜKS VİLLALAR...,150,3+1,700.000 TL,28 Temmuz 2020,Güzelçamlı Mh.
838555420,Daire,DAVUTLARDA SATILIK YAZLIK,90,2+1,275.000 TL,05 Temmuz 2020,Davutlar
836572503,Yazlık,**MİS**EMLAKTAN** SATILIK YAZLIK,130,3+1,550.000 TL,29 Temmuz 2020,Davutlar
842082552,Daire,KUŞADASI DAVUTLARIN TAM MERKEZİNDE SATILIK SIFIR DAİRE,95,2+1,310.000 TL,17 Temmuz 2020,Davutlar
847327418,Daire,KUSADASİ DAVUTLARDA 3+1 DAİRE,130,3+1,250.000 TL,05 Ağustos 2020,Davutlar
726620065,Daire,YCS DEN DAVUTLAR MERKEZDE DENİZ MANZARALI SIFIR DUBLEX DAIRE,190,5+1,465.000 TL,10 Ağustos 2020,Davutlar
784941040,Daire,Full deniz manzaralı,125,5+1,350.000 TL,28 Ocak 2020,Güzelçamlı Mh.
846836919,Daire,MUSA DAN DENİZE 400 M MESAFEDE BAKIMLI EŞYALI MASRAFSIZ YAZLIK,85,2+1,350.000 TL,03 Ağustos 2020,Davutlar
847700297,Daire,KUŞADASI DAVUTLARDA SATILIK HAVUZLU LÜKS DAİRELER,85,2+1,370.000 TL,06 Ağustos 2020,Davutlar
820880067,Yazlık,KUŞADASI DAVUTLAR SAHİLİNDE BAHÇELİ 3+1 TRİBLEKS YAZLIK,200,3+1,675.000 TL,07 Ağustos 2020,Davutlar
845073080,Daire,KUŞADASI DAVUTLARDA SATILIK 2+1 HAVUZLU DAİRE,85,2+1,385.000 TL,28 Temmuz 2020,Davutlar
843261297,Daire,Kuşadası Satılık Davutlar Merkez Dubleks 2+1 Daire,125,2+1,475.000 TL,22 Temmuz 2020,Davutlar
843991620,Yazlık,Kuşadası Davutlar da 4+1 denize 750m yazlık,180,4+1,725.000 TL,24 Temmuz 2020,Davutlar
795362347,Müstakil Ev,GÜZELÇAMLIDA ÇAM ORMANLARINA KARŞI TEK MŪSTAKIL,130,2+1,525.000 TL,07 Ağustos 2020,Güzelçamlı Mh.
847351851,Daire,Boral Yapı Nurcan Keleş'ten 2+1 satılık daireler,100,2+1,380.000 TL,05 Ağustos 2020,Davutlar
844880360,Daire,Kuşadası davutlar,145,3+1,450.000 TL,27 Temmuz 2020,Davutlar
829678110,Daire,"KUŞADASI DAVUTLAR MERKEZDE 2+1 ,3+1 SATLIK LÜKS DAİRELER",115,2+1,290.000 TL,17 Temmuz 2020,Davutlar
842191257,Daire,SUBAŞI SERHAT INSAATTAN SATILIK LÜKS 2+1 1+1 DAIRELER,90,2+1,350.000 TL,18 Temmuz 2020,Davutlar
787558321,Daire,FULL DENİZ MANZARALI HAVUZLU SIFIR EŞYALI MUHTEŞEM SATILIK DAİRE,100,2+1,450.000 TL,04 Ağustos 2020,Davutlar
838872923,Daire,KUŞADASI DAVUTLAR DA SATILIK 2+1 80 m2 DENİZ MANZARALI DAİRE,100,2+1,300.000 TL,10 Ağustos 2020,Güzelçamlı Mh.
832835230,Yazlık,KUŞADASI DAVUTLARDA HAVUZLU SİTEDE SIFIR 1+1 DAİRE,60,1+1,195.000 TL,17 Temmuz 2020,Davutlar
847698994,Daire,KUŞADASI DAVUTLARDA SATILIK HAVUZLU SİTEDE 1+1 LÜKS DAİRELER,55,1+1,270.000 TL,06 Ağustos 2020,Davutlar
834487371,Daire,DAVUTLAR MERKEZDE 2+1 KREDİYE UYGUN TAKASLI LÜKS DAİRE,105,2+1,285.000 TL,24 Temmuz 2020,Davutlar
773621577,Daire,Kuşadası'da Sosyal Aktiviteli Alternatif Lüks 2+1 Daireler,95,2+1,370.000 TL,31 Temmuz 2020,Davutlar
848162188,Daire,KUŞADASI DAVUTLAR MERKEZDE 2+1 BAHÇE KATI DAİRE TAMAMINA KREDİ,95,2+1,258.000 TL,07 Ağustos 2020,Davutlar
718013725,Daire,FİLİZ EMLAKTAN HAVUZLU GÜVENLİKLİ DEV PROJE 2+1 DAİRE...,90,2+1,425.000 TL,03 Ağustos 2020,Davutlar
